Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Avg_Top_20%,Expected Sum
2022-10-01 00:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 01:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 02:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 03:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 04:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 05:00:00,0.0,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 06:00:00,0.6707941,,0.0,0.0,0.0,0.0,,0.0
2022-10-01 07:00:00,128.9948,,107.97,152.1033,196.7675,211.9258,211.9258,668.7666
2022-10-01 08:00:00,626.9492,,1424.784,1631.197,1782.14,1740.258,1782.14,6578.379
2022-10-01 09:00:00,746.8862,,2519.549,2534.57,2536.216,2482.665,2536.216,10073.0
2022-10-01 10:00:00,767.1765,,2445.046,2495.869,2521.106,2420.027,2521.106,9882.048
2022-10-01 11:00:00,761.1664,,2306.014,2350.377,2359.514,2262.888,2359.514,9278.793
2022-10-01 12:00:00,755.3469,,2197.83,2246.294,2260.899,2166.203,2260.899,8871.225999999999
2022-10-01 13:00:00,755.0543,,2219.418,2260.288,2267.381,2172.906,2267.381,8919.992999999999
2022-10-01 14:00:00,760.4899,,2286.585,2328.937,2329.549,2231.833,2329.549,9176.904
2022-10-01 15:00:00,760.2442,,2368.557,2409.785,2425.398,2326.538,2425.398,9530.278
2022-10-01 16:00:00,697.1403,,2414.589,2458.213,2472.462,2369.74,2472.462,9715.003999999999
2022-10-01 17:00:00,514.5172,,,,,,,0.0
2022-10-01 18:00:00,105.8432,,,,,,,0.0
2022-10-01 19:00:00,0.0,,,,,,,0.0
2022-10-01 20:00:00,0.0,,,,,,,0.0
2022-10-01 21:00:00,0.0,,,,,,,0.0
2022-10-01 22:00:00,0.0,,,,,,,0.0
2022-10-01 23:00:00,0.0,,,,,,,0.0
2022-10-02 00:00:00,0.0,,,,,,,0.0
2022-10-02 01:00:00,0.0,,,,,,,0.0
2022-10-02 02:00:00,0.0,,,,,,,0.0
2022-10-02 03:00:00,0.0,,,,,,,0.0
2022-10-02 04:00:00,0.0,,,,,,,0.0
2022-10-02 05:00:00,0.0,,,,,,,0.0
2022-10-02 06:00:00,0.3941722,,0.0,0.0,0.0,0.0,,0.0
2022-10-02 07:00:00,126.4505,,99.77249,142.5275,183.4167,197.63,197.63,623.34669
2022-10-02 08:00:00,614.2989,,1357.716,1564.862,1712.215,1672.976,1712.215,6307.769
