Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Avg_Top_20%,Expected Sum
2022-10-01 00:00:00,0.0229008,,0.0,0.0,0.0,,0.0
2022-10-01 01:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-01 02:00:00,0.1302695,,0.0,0.0,0.0,,0.0
2022-10-01 03:00:00,0.5287509,,0.0,0.0,0.0,,0.0
2022-10-01 04:00:00,0.6147931,,0.0,0.0,0.0,,0.0
2022-10-01 05:00:00,0.3635884,,0.0,0.0,0.0,,0.0
2022-10-01 06:00:00,1.398435,,0.0,0.0,0.0,,0.0
2022-10-01 07:00:00,8.236019,,9.5,9.0,9.25,,27.75
2022-10-01 08:00:00,35.76464,,60.5,64.5,63.75,,188.75
2022-10-01 09:00:00,165.2489,,260.75,279.0,255.25,279.0,795.0
2022-10-01 10:00:00,179.0538,,314.5,331.5,329.25,331.5,975.25
2022-10-01 11:00:00,190.7856,,337.0,352.75,349.75,352.75,1039.5
2022-10-01 12:00:00,203.2924,,357.25,375.5,369.75,375.5,1102.5
2022-10-01 13:00:00,258.212,,448.0,475.25,475.0,475.25,1398.25
2022-10-01 14:00:00,242.7155,,418.25,439.5,438.0,439.5,1295.75
2022-10-01 15:00:00,219.0773,,372.75,391.25,391.5,391.5,1155.5
2022-10-01 16:00:00,141.4566,,243.25,255.75,254.5,255.75,753.5
2022-10-01 17:00:00,75.59405,,130.5,137.25,137.0,137.25,404.75
2022-10-01 18:00:00,14.88577,,24.25,25.75,26.75,,76.75
2022-10-01 19:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-01 20:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-01 21:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-01 22:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-01 23:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-02 00:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-02 01:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-02 02:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-02 03:00:00,0.0,,0.0,0.0,0.0,,0.0
2022-10-02 04:00:00,0.0,,0.0,0.0,0.0,,0.0
